id,category_id,gender,min_age,max_age
3701,408,male,25,34
3704,408,male,25,34
3708,408,male,45,54
3719,408,male,18,24
3702,408,male,45,54
3703,408,male,25,34
3709,69,male,0,1
3715,83,male,45,54
3716,408,male,25,34
3718,408,male,18,24
3723,408,male,25,34
3705,408,male,35,44
3712,408,male,25,34
3713,408,male,25,34
3720,408,male,25,34
3726,408,male,45,54
3731,408,male,45,54
3732,408,male,45,54
3734,408,male,18,24
3735,408,male,25,34
3736,408,male,25,34
3739,408,male,35,44
3740,408,male,25,34
3741,408,male,25,34
3742,408,male,18,24
3744,408,male,35,44
3745,410,male,11,17
3746,408,male,35,44
3747,408,male,35,44
3748,408,male,25,34
3749,408,male,25,34
3750,408,male,45,54
3751,408,male,25,34
3753,408,male,45,54
3755,408,male,35,44
3756,408,male,35,44
3757,408,male,45,54
3758,411,male,55,64
3759,408,male,65,
3760,408,male,65,
3761,69,male,25,34
3762,408,male,18,24
3763,408,male,18,24
3765,408,male,18,24
3767,410,male,5,10
3768,408,male,35,44
3769,408,male,25,34
3770,411,male,55,64
3772,69,male,25,34
3774,69,male,25,34
3775,408,male,35,44
3777,408,male,25,34
3780,408,male,45,54
3782,408,male,18,24
3784,408,male,45,54
3785,408,male,25,34
3787,408,male,18,24
3788,408,male,25,34
3790,408,male,55,64
3791,408,male,18,24
3792,408,male,18,24
3793,63,male,18,24
3794,408,male,25,34
3795,408,male,45,54
3796,408,male,45,54
3797,408,male,25,34
3799,408,male,45,54
3800,408,male,25,34
3801,408,male,25,34
3803,408,male,18,24
3804,408,male,25,34
3810,408,male,25,34
3813,408,male,25,34
3825,408,male,25,34
3826,408,male,45,54
3818,408,male,25,34
3822,408,male,45,54
3823,408,male,18,24
3827,408,male,45,54
3814,408,male,45,54
3817,69,male,25,34
3829,408,male,25,34
3816,408,male,18,24
3824,408,male,45,54
3832,408,male,45,54
3833,408,male,25,34
3834,408,male,18,24
3836,408,male,35,44
3837,408,male,25,34
3842,408,male,25,34
3844,408,male,45,54
3850,408,male,45,54
3852,408,male,25,34
3853,408,male,18,24
3855,69,male,45,54
3856,408,male,25,34
3859,408,male,35,44
3860,408,male,35,44
3862,408,male,25,34
3863,408,male,25,34
3864,408,male,25,34
3871,408,male,25,34
3873,408,male,35,44
3876,408,male,25,34
3877,408,male,35,44
3879,408,male,25,34
3880,408,male,35,44
3881,408,male,25,34
3890,411,male,55,64
3891,69,male,0,1
3896,408,male,55,64
3897,408,male,25,34
3898,408,male,45,54
3899,408,male,18,24
3901,408,male,45,54
3902,408,male,35,44
3903,408,male,25,34
3904,69,male,25,34
3906,408,male,25,34
3910,408,male,25,34
3911,408,male,35,44
3914,409,male,35,44
3916,408,male,35,44
3928,408,male,35,44
3919,408,male,35,44
3923,408,male,25,34
3920,408,male,35,44
3922,408,male,25,34
3934,63,male,25,34
3935,408,male,45,54
3938,408,male,35,44
3945,408,male,25,34
3951,408,male,18,24
3952,69,male,1,4
3959,408,male,25,34
3964,409,male,55,64
3968,408,male,45,54
3974,410,male,11,17
3978,408,male,25,34
3980,83,male,5,10
3984,411,male,45,54
3985,411,male,45,54
3986,69,male,25,34
3987,69,male,25,34
3989,411,male,25,34
3994,411,male,45,54
3995,408,male,25,34
3997,408,male,35,44
4001,408,male,25,34
4005,412,male,65,
4006,69,male,35,44
4007,408,male,35,44
4010,408,male,25,34
4011,412,male,45,54
4013,63,male,25,34
4015,408,male,25,34
4018,409,male,45,54
4020,408,male,35,44
4023,69,male,35,44
4026,412,male,65,
4027,408,male,65,
4028,412,male,65,
4030,408,male,35,44
4022,69,male,35,44
4025,412,male,65,
4031,408,male,25,34
4033,408,male,25,34
4034,408,male,25,34
4035,69,male,0,1
4036,409,male,35,44
4038,408,male,35,44
4040,408,male,35,44
4041,410,male,35,44
4043,408,male,25,34
4044,63,male,35,44
4052,408,male,35,44
4055,408,male,25,34
4057,408,male,25,34
4059,409,male,18,24
4062,69,male,25,34
4063,408,male,25,34
4066,408,male,55,64
4067,411,male,11,17
4068,408,male,35,44
4069,412,male,35,44
4070,69,male,25,34
4075,63,male,35,44
4076,69,male,25,34
4080,411,male,55,64
4081,408,male,45,54
4082,63,male,25,34
4083,410,male,18,24
4084,83,male,35,44
4086,63,male,18,24
4087,408,male,25,34
4091,408,male,35,44
4092,408,male,35,44
4093,63,male,25,34
4096,408,male,45,54
4100,410,male,25,34
4102,408,male,25,34
4103,408,male,25,34
4104,412,male,45,54
4106,409,male,45,54
4110,408,male,35,44
4111,408,male,25,34
4114,408,male,35,44
4116,411,male,55,64
4117,412,male,35,44
4120,408,male,25,34
4121,408,male,5,10
4123,408,male,35,44
4125,63,male,25,34
4126,408,male,35,44
4128,408,male,35,44
4130,408,male,25,34
4134,408,male,45,54
4135,63,male,11,17
4140,410,male,45,54
4142,411,male,18,24
4143,408,male,25,34
4145,83,male,25,34
4146,411,male,25,34
4148,63,male,35,44
4149,408,male,18,24
4150,410,male,35,44
4152,411,male,55,64
4154,69,male,25,34
4155,408,male,25,34
4156,412,male,35,44
4157,409,male,25,34
4159,408,male,18,24
4161,69,male,18,24
4164,408,male,25,34
4166,409,male,35,44
4169,410,male,5,10
4170,410,male,5,10
4171,408,male,25,34
4173,408,male,25,34
4174,411,male,55,64
4175,411,male,25,34
4177,63,male,35,44
4179,408,male,35,44
4181,408,male,35,44
4182,408,male,25,34
4184,408,male,18,24
4185,408,male,25,34
4186,408,male,25,34
4188,408,male,25,34
4190,63,male,25,34
4193,410,male,18,24
4194,408,male,25,34
4198,410,male,11,17
4200,63,male,35,44
4201,408,male,55,64
4217,408,male,35,44
4211,411,male,45,54
4206,411,male,55,64
4209,408,male,18,24
4218,69,male,35,44
4220,83,male,25,34
4228,69,male,25,34
4231,69,male,45,54
4232,411,male,55,64
4233,408,male,25,34
4239,69,male,25,34
4240,63,male,18,24
4241,83,male,25,34
4244,409,male,35,44
4245,63,male,25,34
4249,408,male,25,34
4250,409,male,45,54
4253,411,male,65,
4254,408,male,18,24
4257,408,male,35,44
4259,408,male,25,34
4261,69,male,25,34
4263,408,male,35,44
4271,411,male,65,
4277,408,male,25,34
4280,408,male,11,17
4281,408,male,11,17
4282,411,male,55,64
4288,408,male,25,34
4289,411,male,11,17
4292,408,male,25,34
4297,409,male,25,34
4301,412,male,25,34
4303,63,male,35,44
4304,69,male,35,44
4305,63,male,35,44
4306,83,male,35,44
4310,411,male,65,
4309,408,male,18,24
4314,410,male,18,24
4317,409,male,18,24
4318,411,male,18,24
4319,69,male,35,44
4326,63,male,18,24
4332,411,male,55,64
4341,408,male,25,34
4343,408,male,25,34
4345,408,male,25,34
4349,408,male,45,54
4350,408,male,25,34
4353,411,male,65,
4356,411,male,65,
4357,412,male,65,
4359,409,male,35,44
4360,63,male,18,24
4364,408,male,25,34
4367,69,male,45,54
4369,63,male,35,44
4372,408,male,25,34
4374,408,male,25,34
4389,408,male,25,34
4390,69,male,25,34
4391,408,male,35,44
4392,408,male,45,54
4395,408,male,45,54
4401,411,male,65,
4402,69,male,35,44
4403,408,male,25,34
4404,408,male,25,34
4405,409,male,35,44
4410,83,male,25,34
4411,408,male,45,54
4416,409,male,25,34
4419,408,male,18,24
4423,408,male,35,44
4424,408,male,35,44
4425,408,male,35,44
4426,408,male,35,44
4429,408,male,45,54
4436,408,male,25,34
4439,408,male,35,44
4440,408,male,25,34
4448,408,male,25,34
4461,408,male,25,34
4462,408,male,35,44
4465,408,male,35,44
4467,412,male,18,24
4468,63,male,25,34
4470,408,male,25,34
4472,408,male,35,44
4477,408,male,25,34
4479,69,male,25,34
4480,69,male,25,34
4492,409,male,25,34
4493,69,male,25,34
4497,408,male,25,34
4498,412,male,35,44
4501,411,male,18,24
4503,408,male,25,34
4504,63,male,18,24
4506,408,male,18,24
4511,408,male,25,34
4515,409,male,18,24
4516,409,male,18,24
4519,408,male,35,44
4524,408,male,35,44
4526,408,male,35,44
4527,408,male,25,34
4528,408,male,35,44
4530,409,male,25,34
4531,69,male,25,34
4541,408,male,25,34
4542,408,male,35,44
4543,412,male,65,
4549,408,male,25,34
4563,410,male,5,10
4569,63,male,25,34
4571,410,male,11,17
4580,408,male,25,34
4581,83,male,25,34
4586,69,male,35,44
4598,69,male,35,44
4600,408,male,25,34
4601,409,male,18,24
4602,69,male,25,34
4609,408,male,18,24
4610,411,male,65,
4617,408,male,35,44
4620,408,male,45,54
4622,408,male,35,44
4627,409,male,25,34
4633,408,male,25,34
4634,408,male,25,34
4635,408,male,25,34
4637,411,male,35,44
4641,408,male,0,1
4642,408,male,25,34
4645,410,male,1,4
4646,408,male,25,34
4647,409,male,25,34
4648,410,male,5,10
4651,412,male,25,34
4652,408,male,65,
4656,411,male,65,
4660,63,male,35,44
4662,409,male,25,34
4670,408,male,35,44
4676,411,male,55,64
4679,408,male,35,44
4680,63,male,35,44
4687,63,male,25,34
4691,408,male,25,34
4693,408,male,35,44
4699,410,male,18,24
4701,410,male,18,24
4705,412,male,55,64
4707,411,male,18,24
4711,83,male,5,10
4712,408,male,25,34
4714,408,male,55,64
4716,408,male,55,64
4727,411,male,45,54
4732,408,male,45,54
4749,411,male,55,64
4758,408,male,25,34
4761,408,male,35,44
4762,83,male,25,34
4765,69,male,25,34
4768,408,male,35,44
4772,69,male,25,34
4774,411,male,55,64
4775,410,male,18,24
4778,411,male,65,
4786,408,male,35,44
4793,408,male,35,44
4794,408,male,25,34
4796,410,male,25,34
4803,410,male,25,34
4804,410,male,25,34
4805,410,male,25,34
4807,408,male,25,34
4808,408,male,35,44
4810,411,male,45,54
4814,408,male,25,34
4818,69,male,35,44
4819,411,male,55,64
4823,408,male,35,44
4824,63,male,25,34
4827,408,male,35,44
4831,411,male,45,54
4834,411,male,45,54
4835,411,male,65,
4836,408,male,18,24
4837,411,male,45,54
4840,409,male,45,54
4844,408,male,55,64
4846,408,male,35,44
4855,411,male,55,64
4856,411,male,45,54
4860,408,male,25,34
4861,63,male,25,34
4863,408,male,55,64
4865,69,male,35,44
4866,63,male,35,44
4868,408,male,35,44
4869,408,male,35,44
4870,408,male,35,44
4871,408,male,35,44
4872,408,male,35,44
4873,408,male,35,44
4875,408,male,35,44
4878,408,male,35,44
4879,408,male,35,44
4880,408,male,25,34
4881,408,male,35,44
4882,408,male,25,34
4883,408,male,35,44
4884,408,male,35,44
4885,83,male,18,24
4886,408,male,45,54
4891,408,male,35,44
4902,408,male,35,44
4905,408,male,25,34
4906,69,male,25,34
4908,69,male,18,24
4909,69,male,25,34
4910,411,male,55,64
4911,63,male,35,44
4915,411,male,55,64
4916,69,male,18,24
4918,411,male,65,
4919,411,male,55,64
4924,408,male,45,54
4926,409,male,11,17
4928,408,male,45,54
4929,408,male,35,44
4932,408,male,35,44
4933,411,male,35,44
4935,408,male,35,44
4937,409,male,25,34
4938,63,male,25,34
4939,409,male,25,34
4942,411,male,55,64
4943,408,male,25,34
4945,408,male,18,24
4946,63,male,25,34
4947,408,male,35,44
4948,411,male,55,64
4950,69,male,35,44
4959,408,male,55,64
4961,410,male,18,24
4963,69,male,25,34
4964,69,male,25,34
4965,411,male,55,64
4968,411,male,65,
4969,410,male,5,10
4970,409,male,18,24
4976,408,male,35,44
5002,408,male,45,54
4983,411,male,55,64
4984,408,male,25,34
4986,409,male,25,34
4987,411,male,65,
4988,411,male,55,64
4992,411,male,25,34
4996,408,male,25,34
4997,63,male,25,34
4999,408,male,25,34
5001,408,male,25,34
5003,408,male,25,34
5004,411,male,55,64
5005,408,male,35,44
5006,408,male,25,34
5007,408,male,35,44
5008,408,male,25,34
5009,411,male,45,54
5010,408,male,25,34
5013,408,male,35,44
5014,411,male,25,34
5017,408,male,25,34
5020,408,male,25,34
5021,411,male,25,34
5022,411,male,55,64
5027,408,male,35,44
5028,408,male,35,44
5029,408,male,25,34
5030,408,male,35,44
5033,408,male,35,44
5024,411,male,55,64
5025,408,male,35,44
5026,411,male,35,44
5032,408,male,35,44
5035,408,male,35,44
5037,408,male,25,34
5040,411,male,45,54
5041,408,male,55,64
5045,408,male,35,44
5046,411,male,65,
5050,408,male,25,34
5051,408,male,25,34
5053,408,male,35,44
5056,408,male,35,44
5058,411,male,55,64
5060,408,male,25,34
5062,408,male,35,44
5064,83,male,5,10
5065,411,male,55,64
5067,408,male,35,44
5068,410,male,65,
5069,411,male,45,54
5072,408,male,25,34
5074,409,male,35,44
5076,408,male,35,44
5077,408,male,25,34
5078,408,male,35,44
5080,410,male,18,24
678,408,male,35,44
822,408,male,25,34
850,408,male,35,44
896,408,male,35,44
939,411,male,65,
952,410,male,11,17
1023,408,male,45,54
1085,408,male,35,44
1139,408,male,25,34
1175,69,male,35,44
1340,410,male,5,10
1345,408,male,25,34
1352,83,male,25,34
1396,63,male,45,54
1397,63,male,45,54
1424,408,male,35,44
1425,408,male,18,24
1508,408,male,25,34
1719,410,male,18,24
1806,408,male,25,34
1889,408,male,35,44
1912,408,male,25,34
1963,410,male,25,34
1964,408,male,45,54
2074,69,male,25,34
2097,409,male,25,34
2113,409,male,25,34
2121,408,male,55,64
2227,408,male,65,
2161,408,male,45,54
2190,409,male,35,44
2241,408,male,25,34
2253,408,male,25,34
2255,408,male,55,64
5011,412,non-binary,25,34
